recipe_id,title,category,main_ingredient,cook_time_min,difficulty,servings,loves,ingredient_count,step_count,url
RCP00060,Ayam Rica-rica super pedes,Daging,ayam,15,Sulit,2,21,20,8,/id/resep/4426876-ayam-rica-rica-super-pedes
RCP00061,Ayam Goreng,Daging,ayam,20,Sedang,2,1,9,4,/id/resep/4469389-ayam-goreng
RCP00062,Ayam Cabe Ijo,Daging,ayam,20,Sulit,2,8,15,5,/id/resep/4469122-ayam-cabe-ijo
RCP00063,Ayam fillet asam manis,Daging,ayam,20,Sulit,2,10,11,13,/id/resep/4469254-ayam-fillet-asam-manis
RCP00064,Ayam ukep bumbu sederhana,Daging,ayam,20,Sedang,2,0,7,6,/id/resep/4468662-ayam-ukep-bumbu-sederhana
RCP00065,Tongseng Ati Ampela Ayam,Daging,ayam,20,Sulit,2,3,17,3,/id/resep/3026845-tongseng-ati-ampela-ayam
RCP00066,Ayam penyet ala sy,Daging,ayam,20,Sulit,2,6,13,5,/id/resep/4468798-ayam-penyet-ala-sy
RCP00067,Broccoli Rice with Grilled Chicken (menu sehat),Daging,ayam,15,Sedang,2,8,7,7,/id/resep/4467920-broccoli-rice-with-grilled-chicken-menu-sehat
RCP00068,Ayam goreng kremes renyah sambal trasi,Daging,ayam,20,Sulit,2,10,30,9,/id/resep/4468490-ayam-goreng-kremes-renyah-sambal-trasi%F0%9F%8C%B6%F0%9F%8D%85%F0%9F%8D%97
RCP00069,Balado ayam,Daging,ayam,15,Mudah,2,0,6,2,/id/resep/4468285-balado-ayam
RCP00070,Mie ayam,Daging,ayam,20,Sulit,2,7,29,7,/id/resep/4467962-mie-ayam
RCP00071,"Chicken wings ""saori"" super simple",Daging,ayam,20,Sedang,2,3,5,5,/id/resep/4468423-chicken-wings-saori-super-simple
RCP00072,Tim Ayam Bawang,Daging,ayam,30,Mudah,2,6,7,3,/id/resep/4468151-tim-ayam-bawang
RCP00073,Ayam richeese saos fire keju,Daging,ayam,20,Sulit,2,7,18,5,/id/resep/4467700-ayam-richeese-saos-fire-keju
RCP00074,Sup kembang tahu bakso ayam,Daging,ayam,120,Mudah,2,13,7,4,/id/resep/4468155-sup-kembang-tahubakso-ayam
RCP00075,Ayam jamur barbecue,Daging,ayam,20,Sedang,2,2,11,4,/id/resep/4468454-ayam-jamur-barbecue
RCP00076,Ayam bumbu kuning,Daging,ayam,20,Sulit,2,7,13,5,/id/resep/4468345-ayam-bumbu-kuning
RCP00077,"Semur Ati Ayam, Telur Puyuh, Tahu",Daging,ayam,20,Sulit,2,6,18,4,/id/resep/199996-semur-ati-ayam-telur-puyuh-tahu
RCP00078,Soto Ayam Kampung,Daging,ayam,20,Sulit,2,8,18,6,/id/resep/4467762-soto-ayam-kampung
RCP00079,Mie ayam by dapur mama R M,Daging,ayam,15,Sulit,2,2,17,8,/id/resep/4467978-mie-ayam-by-dapur-mama-rm
RCP00080,Steak ayam saos lada Hitam,Daging,ayam,20,Sulit,2,1,23,9,/id/resep/4466408-steak-ayam-saos-lada-hitam
RCP00081,Ayam saos nanas pedas manis,Daging,ayam,20,Sulit,2,7,16,6,/id/resep/4467816-ayam-saos-nanas-pedas-manis
RCP00082,Ayam Santan Ngamuk,Daging,ayam,15,Sulit,2,6,14,12,/id/resep/4467988-ayam-santan-ngamuk
RCP00083,Ayam asam manis,Daging,ayam,20,Sedang,2,2,12,5,/id/resep/4468044-ayam-asam-manis
RCP00084,Ayam bumbu Betutu,Daging,ayam,15,Sulit,2,3,13,4,/id/resep/4467921-ayam-bumbu-betutu
RCP00085,Siomay Ayam Udang,Daging,ayam,25,Sedang,2,6,11,3,/id/resep/4468094-siomay-ayam-udang
RCP00086,Ayam Kecap Manis Cabai,Daging,ayam,15,Sedang,2,164,9,4,/id/resep/4467275-ayam-kecap-manis-cabai
RCP00087,Spicy chicken wings keto/low carb,Daging,ayam,20,Sulit,2,6,14,7,/id/resep/4467546-spicy-chicken-wings-ketolow-carb
RCP00088,Ayam Pedas Kemangi,Daging,ayam,20,Sulit,2,8,20,5,/id/resep/4467554-ayam-pedas-kemangi
RCP00089,Sup Ayam Segarrrrr,Daging,ayam,20,Sulit,2,12,19,5,/id/resep/4466243-sup-ayam-segarrrrr
RCP00090,Steak ayam panir keju,Daging,ayam,20,Sedang,2,6,11,4,/id/resep/3403864-steak-ayam-panir-keju
RCP00091,Grilled chicken breast,Daging,ayam,20,Sedang,2,6,11,6,/id/resep/4467537-grilled-chicken-breast
RCP00092,Sambal ayam penyet,Daging,ayam,20,Sedang,2,2,8,6,/id/resep/4467685-sambal-ayam-penyet
RCP00093,Chicken Pop Bumbu Sambel Bawang Tumis,Daging,ayam,20,Sulit,2,6,15,7,/id/resep/4467232-chicken-pop-bumbu-sambel-bawang-tumis
RCP00094,Ayam Ukep Bumbu Bebek,Daging,ayam,20,Sedang,2,6,10,3,/id/resep/4467380-ayam-ukep-bumbu-bebek
RCP00095,Soto ayam special,Daging,ayam,20,Sulit,2,3,17,5,/id/resep/4467262-soto-ayam-special
RCP00096,Ayam Goreng Tepung,Daging,ayam,20,Sedang,2,3,10,6,/id/resep/4467235-ayam-goreng-tepung
RCP00097,Soto ayam,Daging,ayam,20,Sulit,2,5,17,6,/id/resep/4467231-soto-ayam
RCP00098,Ayam Dan Tempe Goreng Serundeng,Daging,ayam,20,Sedang,2,1,10,6,/id/resep/4467442-ayam-dan-tempe-goreng-serundeng
RCP00099,Nugget ayam simpel,Daging,ayam,20,Sulit,2,6,13,6,/id/resep/4467443-nugget-ayam-simpel
RCP00100,Ayam Goreng ala Kentucky,Daging,ayam,20,Sulit,2,6,15,16,/id/resep/4467218-ayam-goreng-ala-kentucky
RCP00101,Opor ayam kuah Susu...,Daging,ayam,20,Sulit,2,7,15,5,/id/resep/4467226-opor-ayam-kuah-susu-%F0%9F%90%A5%F0%9F%90%93%F0%9F%8D%B6
RCP00102,Ayam Krispy Sambal Matah,Daging,ayam,20,Sulit,2,5,13,7,/id/resep/4466938-ayam-krispy-sambal-matah
RCP00103,Ayam Suwir Sambal Matah,Daging,ayam,15,Sedang,2,6,10,4,/id/resep/4466566-ayam-suwir-sambal-matah
RCP00104,Ayam brokoli saus teriyaki,Daging,ayam,15,Sulit,2,2,12,11,/id/resep/4466907-ayam-brokoli-saus-teriyaki
RCP00105,Ayam KFC ala NR,Daging,ayam,20,Sedang,2,6,8,7,/id/resep/4467021-ayam-kfc-ala-nr
RCP00106,Karii Ayam Simple,Daging,ayam,15,Sulit,2,6,15,5,/id/resep/4466896-karii-ayam-simple-%F0%9F%90%94
RCP00107,Ayam Kampung Tanpa Santan(krebek kuning),Daging,ayam,15,Sulit,2,6,15,6,/id/resep/4466797-ayam-kampung-tanpa-santankrebek-kuning
RCP00108,Risol sayuran daging ayam,Daging,ayam,20,Sulit,2,6,18,12,/id/resep/4467055-risol-sayuran-daging-ayam
RCP00109,Soto ayam kediri,Daging,ayam,20,Sulit,2,4,27,7,/id/resep/4466857-soto-ayam-kediri
RCP00110,Ayam Rica Crispy,Daging,ayam,20,Sulit,2,4,16,5,/id/resep/4466758-ayam-rica-crispy
RCP00111,Ayam Mentega,Daging,ayam,20,Sedang,2,5,12,5,/id/resep/4467000-ayam-mentega
RCP00112,Ayam Ungkep Bumbu Kuning,Daging,ayam,20,Sulit,2,5,16,4,/id/resep/4466818-ayam-ungkep-bumbu-kuning
RCP00113,Ayam kecap pedas,Daging,ayam,15,Sulit,2,0,7,8,/id/resep/4466635-ayam-kecap-pedas
RCP00114,Chicken wings cola,Daging,ayam,15,Sedang,2,6,7,5,/id/resep/4466732-chicken-wings-cola
RCP00115,Ayam suir kecap,Daging,ayam,30,Sulit,2,6,16,7,/id/resep/4466569-ayam-suir-kecap
RCP00116,Suwir Ayam Balado,Daging,ayam,30,Sulit,2,8,8,8,/id/resep/4466449-suwir-ayam-balado-%F0%9F%98%8B
RCP00117,Mie Ayam Abang2,Daging,ayam,15,Sulit,2,5,35,8,/id/resep/4466528-mie-ayam-abang2
RCP00118,Bubur Ayam Bumbu Kuning,Daging,ayam,20,Sulit,2,0,24,6,/id/resep/4466601-bubur-ayam-bumbu-kuning
RCP00119,Pentol Ayam Bumbu Kecap,Daging,ayam,15,Sulit,2,1,17,9,/id/resep/4466626-pentol-ayam-bumbu-kecap
RCP00120,Germasem Ayam Kampung,Daging,ayam,15,Sulit,2,2,16,5,/id/resep/4466725-germasem-ayam-kampung
RCP00121,Sup ayam brokoli,Daging,ayam,15,Sedang,2,20,9,5,/id/resep/4466784-sup-ayam-brokoli
RCP00122,Ayam Bumbu Kuning,Daging,ayam,20,Sulit,2,2,17,7,/id/resep/4466188-ayam-bumbu-kuning
RCP00123,Sambal Ayam gecok sederhana,Daging,ayam,20,Sedang,2,9,8,2,/id/resep/4466543-sambal-ayam-gecok-sederhana%F0%9F%8D%97
RCP00124,Kuah Soto ayam simple,Daging,ayam,20,Sulit,2,6,16,6,/id/resep/4466196-kuah-soto-ayam-simple
RCP00125,Ayam serundeng,Daging,ayam,20,Sedang,2,3,12,3,/id/resep/4466165-ayam-serundeng
RCP00126,Kare ayam,Daging,ayam,15,Sulit,2,6,16,5,/id/resep/4349208-kare-ayam-%F0%9F%90%94
RCP00127,Ayam Jamur Lada Hitam,Daging,ayam,15,Sulit,2,7,14,5,/id/resep/4464974-ayam-jamur-lada-hitam
RCP00128,Ayam Geprek Bensu,Daging,ayam,20,Sulit,2,6,14,5,/id/resep/4466254-ayam-geprek-bensu
RCP00129,Ayam goreng serundeng,Daging,ayam,20,Sedang,2,1,11,6,/id/resep/4466253-ayam-goreng-serundeng
RCP00130,Ayam KFC KW By Queen,Daging,ayam,20,Sedang,2,2,8,7,/id/resep/4466491-ayam-kfc-kw-by-queen
RCP00131,Soto Ayam,Daging,ayam,15,Sulit,2,9,19,6,/id/resep/4466347-soto-ayam
RCP00132,Ayam Lodoh ala Uti,Daging,ayam,30,Sedang,2,3,10,6,/id/resep/4465990-ayam-lodoh-ala-uti
RCP00133,Chiken krispi simple,Daging,ayam,20,Sedang,2,6,8,4,/id/resep/4466415-chiken-krispi-simple
RCP00134,Tongseng Ayam praktis,Daging,ayam,30,Sulit,2,6,13,8,/id/resep/4466212-tongseng-ayam-praktis
RCP00135,Chicken garlic super gampang,Daging,ayam,20,Sedang,2,1,8,5,/id/resep/4466081-chicken-garlic-super-gampang
RCP00136,Mie ayam rica rica,Daging,ayam,15,Sedang,2,2,11,5,/id/resep/4466092-mie-ayam-rica-rica
RCP00137,Bakso ayam,Daging,ayam,15,Sulit,2,5,15,5,/id/resep/4462743-bakso-ayam
RCP00138,Mie Ayam Solo,Daging,ayam,15,Sulit,2,5,26,5,/id/resep/4465981-mie-ayam-solo
RCP00139,Tahu ayam udang,Daging,ayam,20,Sedang,2,5,10,7,/id/resep/4466174-tahu-ayam-udang
RCP00140,Ayam cabai hijau,Daging,ayam,20,Sulit,2,2,22,7,/id/resep/4466085-ayam-cabai-hijau
RCP00141,Ayam ukep,Daging,ayam,30,Sedang,2,1,11,5,/id/resep/4465804-ayam-ukep
RCP00142,SAYAP AYAM ISI DAGING.... By. Dapoer Linggar,Daging,ayam,20,Sulit,2,1,16,7,/id/resep/4465887-sayap-ayam-isi-daging-by-dapoer-linggar
RCP00143,Pangsit rebus isi ayam simple,Daging,ayam,30,Sulit,2,7,14,6,/id/resep/4465678-pangsit-rebus-isi-ayam-simple
RCP00144,Ayam Bakar Madu Sederhana dengan Happy Call ala Febs,Daging,ayam,30,Sulit,2,9,22,5,/id/resep/4465802-ayam-bakar-madu-sederhana-dengan-happy-call-ala-febs
RCP00145,Ayam Saos Mentega Ala Mama Kina,Daging,ayam,20,Sulit,2,3,15,7,/id/resep/4465829-ayam-saos-mentega-ala-mama-kina
RCP00146,Ayam bakar bacem manis,Daging,ayam,30,Sulit,2,3,14,6,/id/resep/4465364-ayam-bakar-bacem-manis
RCP00147,Ayam ukep bakar,Daging,ayam,30,Mudah,2,1,5,4,/id/resep/4465912-ayam-ukep-bakar
RCP00148,Ayam Asam Manis,Daging,ayam,20,Sulit,2,0,14,6,/id/resep/4465404-ayam-asam-manis
RCP00149,Bola - Bola Ayam,Daging,ayam,20,Sedang,2,2,9,2,/id/resep/4465333-bola-bola-ayam
RCP00150,Fillet Ayam Bumbu Caramel ala Lila's Kitchen,Daging,ayam,20,Sedang,2,4,12,5,/id/resep/4465411-fillet-ayam-bumbu-caramel-ala-lilas-kitchen
RCP00151,"Semur Ayam, Tahu, Kentang",Daging,ayam,15,Sedang,2,5,11,4,/id/resep/4465474-semur-ayam-tahu-kentang
RCP00152,Tongseng ayam tahu,Daging,ayam,20,Sulit,2,5,13,6,/id/resep/4465478-tongseng-ayam-tahu
RCP00153,Ayam kecap taoge,Daging,ayam,15,Sulit,2,20,17,2,/id/resep/4465168-ayam-kecap-taoge
RCP00154,Cap Cay Ayam,Daging,ayam,15,Sulit,2,6,14,4,/id/resep/4465255-cap-cay-ayam
RCP00155,Chicken Katsu,Daging,ayam,20,Sedang,2,4,12,5,/id/resep/4465258-chicken-katsu
RCP00156,Crispy Chicken,Daging,ayam,20,Sedang,2,33,9,6,/id/resep/4465105-crispy-chicken
RCP00157,Gulai ayam,Daging,ayam,45,Sulit,2,3,15,4,/id/resep/4465252-gulai-ayam
RCP00158,Sayap Ayam (Saus) Margarin,Daging,ayam,20,Sulit,2,40,13,5,/id/resep/4464925-sayap-ayam-saus-margarin
RCP00159,"Gule nagka kacang pnjang, kepala ayam sadappppp",Daging,ayam,15,Mudah,2,5,4,2,/id/resep/4464983-gule-nagka-kacang-pnjang-kepala-ayam-sadappppp
RCP00160,Chicken Nugget,Daging,ayam,20,Sulit,2,1,10,8,/id/resep/4465064-chicken-nugget
RCP00161,Opor ayam simple,Daging,ayam,15,Sedang,2,1,5,6,/id/resep/4454305-opor-ayam-simple
RCP00162,Semur Ayam Bumbu Merah,Daging,ayam,15,Mudah,2,8,7,4,/id/resep/4461945-semur-ayam-bumbu-merah
RCP00163,Semur Ayam,Daging,ayam,20,Sulit,2,3,21,8,/id/resep/4464269-semur-ayam
RCP00164,Ayam Crispy,Daging,ayam,20,Sulit,2,7,16,5,/id/resep/4464160-ayam-crispy
RCP00165,Ayam goreng sambal matah,Daging,ayam,20,Sedang,2,8,10,4,/id/resep/4450914-ayam-goreng-sambal-matah
RCP00166,Kalio Ayam ala Diana's Kitchen,Daging,ayam,15,Sulit,2,6,16,8,/id/resep/4464106-kalio-ayam-ala-dianas-kitchen
RCP00167,Opor ayam kuah kuning,Daging,ayam,15,Sulit,2,9,13,2,/id/resep/4464205-opor-ayam-kuah-kuning
RCP00168,Ayam Geprek Diet Fatsecret kalori 206,Daging,ayam,30,Sedang,2,2,7,6,/id/resep/4463971-ayam-geprek-diet-fatsecret-kalori-206
RCP00169,Ayam Woku bikin rindu,Daging,ayam,20,Sulit,2,7,17,4,/id/resep/4463948-ayam-woku-bikin-rindu
RCP00170,Ayam Geprek Manyuss,Daging,ayam,25,Sedang,2,6,8,4,/id/resep/4463344-ayam-geprek-manyuss
RCP00171,Ayam Pedas Manis,Daging,ayam,15,Sedang,2,1,11,3,/id/resep/4463655-ayam-pedas-manis
RCP00172,Ayam geprek simple,Daging,ayam,20,Sulit,2,9,13,6,/id/resep/4462405-ayam-geprek-simple
RCP00173,Tumis ayam pokcoy bumbu terasi,Daging,ayam,20,Sulit,2,7,8,9,/id/resep/4462494-tumis-ayam-pokcoy-bumbu-terasi
RCP00174,Ayam Panggang,Daging,ayam,20,Sulit,2,6,15,7,/id/resep/4462634-ayam-panggang
RCP00175,Ayam pop ala ala,Daging,ayam,20,Sedang,2,2,9,7,/id/resep/4462404-ayam-pop-ala-ala
RCP00176,Ayam Presto /Ayam Goreng Tepung,Daging,ayam,60,Sulit,2,1,16,7,/id/resep/4462656-ayam-presto-ayam-goreng-tepung
RCP00177,Ayam Terong Goreng Balado,Daging,ayam,20,Sedang,2,8,12,5,/id/resep/4462177-ayam-terong-goreng-balado
RCP00178,Soto Ayam kuah bening,Daging,ayam,20,Sulit,2,2,18,5,/id/resep/4462295-soto-ayam-kuah-bening
RCP00179,Buttermilk chiken wings ala Gerry girianza,Daging,ayam,20,Sedang,2,5,8,5,/id/resep/4462037-buttermilk-chiken-wings-ala-gerry-girianza
RCP00180,Spicy Chicken Drumstick,Daging,ayam,20,Sedang,2,0,5,5,/id/resep/4412881-spicy-chicken-drumstick
RCP00181,Ayam Goreng Lengkuas,Daging,ayam,20,Sedang,2,9,11,2,/id/resep/4461853-ayam-goreng-lengkuas
RCP00182,Ayam Kecap/Semur,Daging,ayam,20,Sedang,2,0,12,5,/id/resep/4462072-ayam-kecapsemur
RCP00183,Ayam rica - rica,Daging,ayam,20,Sulit,2,6,19,6,/id/resep/4459695-ayam-rica-rica
RCP00184,Rica rica ayam no msg,Daging,ayam,15,Sulit,2,6,13,5,/id/resep/4461955-rica-rica-ayam-no-msg
RCP00185,Ayam Kemangi,Daging,ayam,15,Sulit,2,30,14,4,/id/resep/4462005-ayam-kemangi
RCP00186,Ayam Suwir Bali,Daging,ayam,15,Sulit,2,14,18,2,/id/resep/4461776-ayam-suwir-bali
RCP00187,Ayam suwir pedas,Daging,ayam,15,Sulit,2,11,18,5,/id/resep/4461811-ayam-suwir-pedas
RCP00188,005 ayam penyet,Daging,ayam,20,Sulit,2,6,20,5,/id/resep/4455564-005-ayam-penyet
RCP00189,Ayam Gepreeekk,Daging,ayam,20,Sedang,2,3,7,7,/id/resep/4461149-ayam-gepreeekk
RCP00190,Chicken katsu,Daging,ayam,20,Sulit,2,2,13,5,/id/resep/4461285-chicken-katsu
RCP00191,Mie Ayam Lezat,Daging,ayam,15,Sulit,2,2,30,4,/id/resep/4461276-mie-ayam-lezat
RCP00192,Sop ceker vs pala ayam,Daging,ayam,20,Sulit,2,7,7,8,/id/resep/4461210-sop-ceker-vs-pala-ayam
RCP00193,Ceker vs pala ayam bumbu kecap,Daging,ayam,15,Sedang,2,7,8,5,/id/resep/4461322-ceker-vs-pala-ayam-bumbu-kecap
RCP00194,Gulai Ayam,Daging,ayam,45,Sulit,2,6,18,3,/id/resep/4460520-gulai-ayam
RCP00195,Ayam goreng bumbu kuning,Daging,ayam,20,Sulit,2,5,12,8,/id/resep/4461257-ayam-goreng-bumbu-kuning
RCP00196,356. Rendang Ayam Kacang Merah,Daging,ayam,120,Sulit,2,69,22,9,/id/resep/4460279-356-rendang-ayam-kacang-merah
RCP00197,Japanese Chicken Katsu Curry,Daging,ayam,20,Sulit,2,7,24,10,/id/resep/4460901-japanese-chicken-katsu-curry
RCP00198,Lodeh kacang ceker ayam,Daging,ayam,15,Sulit,2,8,19,5,/id/resep/4461126-lodeh-kacang-ceker-ayam
RCP00199,Tumis Jagung Wortel Ayam Kecap Panggang,Daging,ayam,15,Sulit,2,6,16,5,/id/resep/4461039-tumis-jagung-wortel-ayam-kecap-panggang
RCP00200,Ayam Goreng Mentega,Daging,ayam,20,Sedang,2,2,10,6,/id/resep/4461080-ayam-goreng-mentega
RCP00201,Sayap Ayam Goreng Pedas ketopad,Daging,ayam,20,Sulit,2,10,11,8,/id/resep/4461205-sayap-ayam-goreng-pedas-ketopad
RCP00202,Seblak Tulang Ayam ala Jeletet Murni,Daging,ayam,15,Sulit,2,7,13,4,/id/resep/4460951-seblak-tulang-ayam-ala-jeletet-murni
RCP00203,Ayam Bakar Taliwang,Daging,ayam,30,Sulit,2,7,13,4,/id/resep/4457320-ayam-bakar-taliwang
RCP00204,Chiken Mushroom Teriyaki,Daging,ayam,15,Sedang,2,6,11,6,/id/resep/4461029-chiken-mushroom-teriyaki
